ESTACION,PRODUCTO,FECHA,Ventas Acumuladas,Ventas Acumuladas $,Volumen Total Vendido,Precio Cartel,Comision $,COMISION
AZCUENAGA,EU,2023-07-20,37798,650527,2040,318,60759,0
AZCUENAGA,EU,2023-07-21,39934,680740,2135,318,63581,0
AZCUENAGA,EU,2023-07-22,42890,942576,2956,318,88036,0
AZCUENAGA,EU,2023-07-23,43987,349462,1096,318,32639,0
AZCUENAGA,EU,2023-07-24,46059,660585,2072,318,61698,0
AZCUENAGA,EU,2023-07-25,47665,512139,1606,318,47833,0
AZCUENAGA,EU,2023-07-26,49403,554179,1738,318,51760,0
AZCUENAGA,EU,2023-07-27,51168,562615,1764,318,54848,0
AZCUENAGA,EU,2023-07-28,53841,851951,2672,318,93329,0
AZCUENAGA,EU,2023-07-29,55695,591141,1854,318,67035,0
AZCUENAGA,EU,2023-07-30,56977,408736,1282,318,45750,0
AZCUENAGA,EU,2023-07-31,59218,721950,2241,318,80878,0
AZCUENAGA,EU,2023-08-01,3387,1083522,3387,318,101201,0
AZCUENAGA,EU,2023-08-02,5306,639022,1918,333,59684,0
AZCUENAGA,EU,2023-08-03,6613,435518,1307,333,40677,0
AZCUENAGA,EU,2023-08-04,8537,640774,1923,333,59848,0
AZCUENAGA,EU,2023-08-05,10577,679507,2039,333,63465,0
AZCUENAGA,EU,2023-08-06,11655,359228,1078,333,33551,0
AZCUENAGA,EU,2023-08-07,13328,557229,1672,333,52045,0
AZCUENAGA,EU,2023-08-08,15391,687305,2063,333,64194,0
AZCUENAGA,EU,2023-08-09,17406,671249,2015,333,62694,0
AZCUENAGA,EU,2023-08-10,19166,585999,1759,333,54732,0
SAN JOSE,EU,2023-05-01,761,215758,761,283,25545,0
SAN JOSE,EU,2023-05-02,2741,560767,1980,283,66394,0
SAN JOSE,EU,2023-05-03,5170,687683,2428,283,81421,0
SAN JOSE,EU,2023-05-04,7248,588656,2078,283,69696,0
SAN JOSE,EU,2023-05-05,9572,658060,2323,283,77914,0
SAN JOSE,EU,2023-05-06,11199,460647,1626,283,54540,0
SAN JOSE,EU,2023-05-07,11872,190814,673,283,22592,0
SAN JOSE,EU,2023-05-08,13682,512385,1809,283,60666,0
SAN JOSE,EU,2023-05-09,15260,447025,1578,283,52927,0
SAN JOSE,EU,2023-05-10,17430,614396,2169,283,72744,0
SAN JOSE,EU,2023-05-11,19417,562786,1987,283,66633,0
SAN JOSE,EU,2023-05-12,21543,602026,2125,283,71279,0
SAN JOSE,EU,2023-05-13,23338,508494,1795,283,60205,0
SAN JOSE,EU,2023-05-14,24196,242824,857,283,28750,0
SAN JOSE,EU,2023-05-15,25988,513993,1792,283,60856,0
SAN JOSE,EU,2023-05-16,27974,562565,1986,283,66607,0
SAN JOSE,EU,2023-05-17,30285,684488,2310,296,81043,0
SAN JOSE,EU,2023-05-18,31725,426415,1439,296,50487,0
SAN JOSE,EU,2023-05-19,34151,718646,2426,296,85087,0
SAN JOSE,EU,2023-05-20,35257,327638,1106,296,38792,0
SAN JOSE,EU,2023-05-21,36731,436616,1474,296,51695,0
SAN JOSE,EU,2023-05-22,38698,582693,1967,296,68990,0
SAN JOSE,EU,2023-05-23,40666,582779,1967,296,69001,0
SAN JOSE,EU,2023-05-24,42922,668268,2256,296,79123,0
SAN JOSE,EU,2023-05-25,43950,304594,1028,296,36063,0
SAN JOSE,EU,2023-05-26,45282,394336,1331,296,46689,0
SAN JOSE,EU,2023-05-27,46459,348873,1177,296,41306,0
SAN JOSE,EU,2023-05-28,47016,164746,556,296,19505,0
SAN JOSE,EU,2023-05-29,48559,457149,1543,296,54126,0
SAN JOSE,EU,2023-05-30,50763,652783,2203,296,77289,0
SAN JOSE,EU,2023-05-31,53658,857644,2895,296,110177,0
SAN JOSE,EU,2023-06-01,2180,645941,2180,296,76479,0
SAN JOSE,EU,2023-06-02,4644,729792,2463,296,86407,0
SAN JOSE,EU,2023-06-03,6020,407449,1375,296,48242,0
SAN JOSE,EU,2023-06-04,6663,190628,643,296,22570,0
SAN JOSE,EU,2023-06-05,8711,606614,2047,296,71823,0
SAN JOSE,EU,2023-06-06,10958,665386,2246,296,78781,0
SAN JOSE,EU,2023-06-07,13424,730494,2466,296,86490,0
SAN JOSE,EU,2023-06-08,15659,662172,2235,296,78401,0
SAN JOSE,EU,2023-06-09,17498,544708,1838,296,64493,0
SAN JOSE,EU,2023-06-10,19083,469201,1584,296,55553,0
SAN JOSE,EU,2023-06-11,19752,198222,669,296,23469,0
SAN JOSE,EU,2023-06-12,21601,547792,1849,296,64858,0
SAN JOSE,EU,2023-06-13,24000,710509,2398,296,84124,0
SAN JOSE,EU,2023-06-14,26525,748067,2525,296,88571,0
SAN JOSE,EU,2023-06-15,28652,629975,2126,296,74589,0
SAN JOSE,EU,2023-06-16,31633,882832,2980,296,104527,0
SAN JOSE,EU,2023-06-17,33929,700555,2296,305,82945,0
SAN JOSE,EU,2023-06-18,34224,89977,294,305,10653,0
SAN JOSE,EU,2023-06-19,35329,337199,1105,305,39924,0
SAN JOSE,EU,2023-06-20,36617,393081,1288,305,46540,0
SAN JOSE,EU,2023-06-21,38248,497361,1630,305,58887,0
SAN JOSE,EU,2023-06-22,40425,664413,2177,305,78666,0
SAN JOSE,EU,2023-06-23,42144,524247,1718,305,62070,0
SAN JOSE,EU,2023-06-24,43536,424867,1392,305,50304,0
SAN JOSE,EU,2023-06-25,44202,203153,665,305,24053,0
SAN JOSE,EU,2023-06-26,45876,510627,1673,305,60458,0
SAN JOSE,EU,2023-06-27,47788,583558,1912,305,69093,0
SAN JOSE,EU,2023-06-28,49649,567739,1860,305,67220,0
SAN JOSE,EU,2023-06-29,51568,585349,1918,305,69305,0
SAN JOSE,EU,2023-06-30,54081,766917,2513,305,101690,0
SAN JOSE,EU,2023-07-01,1402,427820,1402,305,50653,0
SAN JOSE,EU,2023-07-02,2340,286345,938,305,33903,0
SAN JOSE,EU,2023-07-03,4519,664782,2178,305,78710,0
SAN JOSE,EU,2023-07-04,6916,731343,2397,305,86591,0
SAN JOSE,EU,2023-07-05,9478,781495,2561,305,92529,0
SAN JOSE,EU,2023-07-06,11166,515237,1688,305,61004,0
SAN JOSE,EU,2023-07-07,13239,632231,2072,305,74856,0
SAN JOSE,EU,2023-07-08,14780,491286,1541,318,58168,0
SAN JOSE,EU,2023-07-09,15832,335501,1052,318,39723,0
SAN JOSE,EU,2023-07-10,17904,660553,2072,318,78209,0
SAN JOSE,EU,2023-07-11,19305,442472,1400,318,52388,0
SAN JOSE,EU,2023-07-12,21829,789821,2524,318,93514,0
SAN JOSE,EU,2023-07-13,23918,666059,2089,318,78861,0
SAN JOSE,EU,2023-07-14,26941,963732,3023,318,114105,0
SAN JOSE,EU,2023-07-15,28199,400766,1257,318,47450,0
SAN JOSE,EU,2023-07-16,29113,291641,914,318,34530,0
SAN JOSE,EU,2023-07-17,31112,637048,1998,318,75426,0
SAN JOSE,EU,2023-07-18,33777,841305,2665,318,99610,0
SAN JOSE,EU,2023-07-19,36524,875832,2747,318,103698,0
SAN JOSE,EU,2023-07-20,38467,619240,1942,318,73318,0
SAN JOSE,EU,2023-07-21,41170,853465,2703,318,101050,0
SAN JOSE,EU,2023-07-22,42938,563450,1767,318,66712,0
SAN JOSE,EU,2023-07-23,43784,269927,846,318,31959,0
SAN JOSE,EU,2023-07-24,46029,715674,2244,318,84735,0
SAN JOSE,EU,2023-07-25,47119,347335,1089,318,41124,0
SAN JOSE,EU,2023-07-26,49254,680625,2134,318,80586,0
SAN JOSE,EU,2023-07-27,51683,767819,2429,318,90909,0
SAN JOSE,EU,2023-07-28,53585,612485,1901,318,82459,0
SAN JOSE,EU,2023-07-29,55694,672368,2109,318,90117,0
SAN JOSE,EU,2023-07-30,56771,343264,1076,318,46719,0
SAN JOSE,EU,2023-07-31,58227,464306,1456,318,63471,0
SAN JOSE,EU,2023-08-01,2887,932250,2887,318,110378,0
SAN JOSE,EU,2023-08-02,5677,929592,2790,333,110063,0
SAN JOSE,EU,2023-08-03,7647,655930,1969,333,77662,0
SAN JOSE,EU,2023-08-04,9761,704493,2114,333,83411,0
SAN JOSE,EU,2023-08-05,11837,691478,2075,333,81871,0
SAN JOSE,EU,2023-08-06,12684,282102,846,333,33400,0
SAN JOSE,EU,2023-08-07,14284,532956,1599,333,63102,0
SAN JOSE,EU,2023-08-08,16116,610029,1831,333,72227,0
SAN JOSE,EU,2023-08-09,17795,559551,1679,333,66250,0
SAN JOSE,EU,2023-08-10,20102,768251,2306,333,90961,0
PUENTE OLIVE,EU,2023-05-01,2080,589257,2080,283,64464,0
PUENTE OLIVE,EU,2023-05-02,5316,916511,3236,283,100266,0
PUENTE OLIVE,EU,2023-05-03,8317,849820,3000,283,92970,0
PUENTE OLIVE,EU,2023-05-04,11521,907287,3203,283,99257,0
PUENTE OLIVE,EU,2023-05-05,14341,798649,2820,283,87372,0
PUENTE OLIVE,EU,2023-05-06,18521,1183804,4180,283,129508,0
PUENTE OLIVE,EU,2023-05-07,21685,895948,3163,283,98016,0
PUENTE OLIVE,EU,2023-05-08,24530,805856,2845,283,88160,0
PUENTE OLIVE,EU,2023-05-09,25996,414955,1465,283,45396,0
PUENTE OLIVE,EU,2023-05-10,30570,1295404,4574,283,141717,0
PUENTE OLIVE,EU,2023-05-11,33007,690350,2437,283,75524,0
PUENTE OLIVE,EU,2023-05-12,37557,1288483,4549,283,140960,0
PUENTE OLIVE,EU,2023-05-13,42311,1346148,4753,283,147268,0
PUENTE OLIVE,EU,2023-05-14,44775,698037,2464,283,76365,0
PUENTE OLIVE,EU,2023-05-15,49812,1426308,5036,283,156038,0
PUENTE OLIVE,EU,2023-05-16,53531,1078980,3719,283,118040,0
PUENTE OLIVE,EU,2023-05-17,57184,1081885,3652,296,118358,0
PUENTE OLIVE,EU,2023-05-18,59460,674047,2275,296,73740,0
PUENTE OLIVE,EU,2023-05-19,61761,681787,2301,296,74587,0
PUENTE OLIVE,EU,2023-05-20,66353,1360147,4591,296,148800,0
PUENTE OLIVE,EU,2023-05-21,67596,368069,1242,296,40266,0
PUENTE OLIVE,EU,2023-05-22,76926,2763605,9330,296,302338,0
PUENTE OLIVE,EU,2023-05-23,79287,699399,2361,296,76514,0
PUENTE OLIVE,EU,2023-05-24,88666,2777962,9378,296,303909,0
PUENTE OLIVE,EU,2023-05-25,91083,715779,2416,296,90424,0
PUENTE OLIVE,EU,2023-05-26,92377,383395,1294,296,49064,0
PUENTE OLIVE,EU,2023-05-27,94784,712923,2406,296,91239,0
PUENTE OLIVE,EU,2023-05-28,96632,547422,1848,296,70836,0
PUENTE OLIVE,EU,2023-05-29,105106,2509983,8473,296,322313,0
PUENTE OLIVE,EU,2023-05-30,108649,1049528,3543,296,132984,0
PUENTE OLIVE,EU,2023-05-31,114628,1770772,5978,296,0,0
PUENTE OLIVE,EU,2023-06-01,3038,900074,3038,296,98468,0
PUENTE OLIVE,EU,2023-06-02,6438,1007079,3400,296,110174,0
PUENTE OLIVE,EU,2023-06-03,10299,1143474,3860,296,125096,0
PUENTE OLIVE,EU,2023-06-04,13023,806919,2724,296,88277,0
PUENTE OLIVE,EU,2023-06-05,20562,2232962,7538,296,244286,0
PUENTE OLIVE,EU,2023-06-06,24879,1278920,4317,296,139913,0
PUENTE OLIVE,EU,2023-06-07,26405,451817,1525,296,49428,0
PUENTE OLIVE,EU,2023-06-08,27029,184979,624,296,20236,0
PUENTE OLIVE,EU,2023-06-09,29527,739913,2498,296,80946,0
PUENTE OLIVE,EU,2023-06-10,33014,1032742,3486,296,112982,0
PUENTE OLIVE,EU,2023-06-11,36202,944155,3187,296,103290,0
PUENTE OLIVE,EU,2023-06-12,43855,2266925,7653,296,248001,0
PUENTE OLIVE,EU,2023-06-13,47502,1091562,3647,296,119416,0
PUENTE OLIVE,EU,2023-06-14,52725,1547171,5223,296,169260,0
PUENTE OLIVE,EU,2023-06-15,55562,840245,2836,296,91922,0
PUENTE OLIVE,EU,2023-06-16,62311,2049704,6748,296,224237,0
PUENTE OLIVE,EU,2023-06-17,63766,444140,1455,305,48588,0
PUENTE OLIVE,EU,2023-06-18,65458,516088,1691,305,56460,0
PUENTE OLIVE,EU,2023-06-19,66411,290891,953,305,31823,0
PUENTE OLIVE,EU,2023-06-20,67825,431341,1413,305,47188,0
PUENTE OLIVE,EU,2023-06-21,73644,1775337,5818,305,194221,0
PUENTE OLIVE,EU,2023-06-22,80549,2106575,6904,305,230459,0
PUENTE OLIVE,EU,2023-06-23,86397,1784355,5848,305,195208,0
PUENTE OLIVE,EU,2023-06-24,88298,579897,1900,305,63440,0
PUENTE OLIVE,EU,2023-06-25,89769,448936,1471,305,53721,0
PUENTE OLIVE,EU,2023-06-26,92486,829051,2717,305,104221,0
PUENTE OLIVE,EU,2023-06-27,94746,689394,2259,305,86725,0
PUENTE OLIVE,EU,2023-06-28,98060,1011223,3314,305,130518,0
PUENTE OLIVE,EU,2023-06-29,100723,812356,2662,305,102884,0
PUENTE OLIVE,EU,2023-06-30,103715,912999,2992,305,116473,0
PUENTE OLIVE,EU,2023-07-01,2054,626818,2054,305,68573,0
PUENTE OLIVE,EU,2023-07-02,3521,447700,1467,305,48978,0
PUENTE OLIVE,EU,2023-07-03,6339,859698,2817,305,94051,0
PUENTE OLIVE,EU,2023-07-04,13259,2111301,6920,305,230976,0
PUENTE OLIVE,EU,2023-07-05,18012,1450115,4752,305,158642,0
PUENTE OLIVE,EU,2023-07-06,20491,773109,2479,305,84578,0
PUENTE OLIVE,EU,2023-07-07,23306,873004,2815,305,95506,0
PUENTE OLIVE,EU,2023-07-08,26186,917933,2879,318,100421,0
PUENTE OLIVE,EU,2023-07-09,28090,607129,1904,318,66419,0
PUENTE OLIVE,EU,2023-07-10,34179,1941173,6089,318,212364,0
PUENTE OLIVE,EU,2023-07-11,37931,1196006,3751,318,130843,0
PUENTE OLIVE,EU,2023-07-12,41803,1234623,3872,318,135067,0
PUENTE OLIVE,EU,2023-07-13,48569,2156997,6765,318,235975,0
PUENTE OLIVE,EU,2023-07-14,51878,1054915,3309,318,115407,0
PUENTE OLIVE,EU,2023-07-15,54626,875928,2747,318,95826,0
PUENTE OLIVE,EU,2023-07-16,58646,1281480,4019,318,140193,0
PUENTE OLIVE,EU,2023-07-17,62988,1384404,4342,318,151453,0
PUENTE OLIVE,EU,2023-07-18,70038,2247562,7050,318,245883,0
PUENTE OLIVE,EU,2023-07-19,76602,2092625,6564,318,228933,0
PUENTE OLIVE,EU,2023-07-20,85743,2914096,9140,318,318802,0
PUENTE OLIVE,EU,2023-07-21,90811,1615560,5067,318,187055,0
PUENTE OLIVE,EU,2023-07-22,95763,1578821,4952,318,202663,0
PUENTE OLIVE,EU,2023-07-23,98056,731053,2293,318,94598,0
PUENTE OLIVE,EU,2023-07-24,102823,1519659,4766,318,193173,0
PUENTE OLIVE,EU,2023-07-25,106107,1047002,3284,318,134746,0
PUENTE OLIVE,EU,2023-07-26,111214,1628044,5106,318,0,0
PUENTE OLIVE,EU,2023-07-27,117183,1902952,5969,318,0,0
PUENTE OLIVE,EU,2023-07-28,124565,2353365,7381,318,0,0
PUENTE OLIVE,EU,2023-07-29,130844,2065160,6278,318,0,0
PUENTE OLIVE,EU,2023-07-30,132034,382646,1190,318,0,0
PUENTE OLIVE,EU,2023-07-31,137540,1800269,5506,318,0,0
PUENTE OLIVE,EU,2023-08-01,4058,1302078,4058,318,142447,0
PUENTE OLIVE,EU,2023-08-02,8905,1614559,4847,333,176632,0
PUENTE OLIVE,EU,2023-08-03,14885,1992067,5980,333,217932,0
PUENTE OLIVE,EU,2023-08-04,24948,3351762,10062,333,366682,0
PUENTE OLIVE,EU,2023-08-05,28622,1223816,3674,333,133885,0
PUENTE OLIVE,EU,2023-08-06,32055,1143638,3433,333,125114,0
PUENTE OLIVE,EU,2023-08-07,36762,1568058,4707,333,171545,0
PUENTE OLIVE,EU,2023-08-08,48813,4014114,12050,333,439144,0
PUENTE OLIVE,EU,2023-08-09,51055,746923,2242,333,81713,0
PUENTE OLIVE,EU,2023-08-10,54273,1071879,3217,333,117263,0
LAMADRID,EU,2023-05-01,1403,397561,1403,283,44685,0
LAMADRID,EU,2023-05-02,4887,986572,3483,283,110890,0
LAMADRID,EU,2023-05-03,8394,993256,3507,283,111641,0
LAMADRID,EU,2023-05-04,11984,1016557,3589,283,114261,0
LAMADRID,EU,2023-05-05,15190,907922,3205,283,102050,0
LAMADRID,EU,2023-05-06,18863,1044847,3673,283,117440,0
LAMADRID,EU,2023-05-07,20913,580568,2050,283,65255,0
LAMADRID,EU,2023-05-08,24637,1054509,3723,283,118526,0
LAMADRID,EU,2023-05-09,28902,1208114,4265,283,135792,0
LAMADRID,EU,2023-05-10,32741,1087199,3838,283,122201,0
LAMADRID,EU,2023-05-11,37802,1433229,5060,283,161095,0
LAMADRID,EU,2023-05-12,41253,977314,3450,283,109850,0
LAMADRID,EU,2023-05-13,44088,802781,2834,283,90232,0
LAMADRID,EU,2023-05-14,45860,501904,1772,283,56414,0
LAMADRID,EU,2023-05-15,49155,932982,3294,283,104867,0
LAMADRID,EU,2023-05-16,53027,1096561,3872,283,123253,0
LAMADRID,EU,2023-05-17,56472,1020486,3445,296,114702,0
LAMADRID,EU,2023-05-18,59750,970925,3277,296,109132,0
LAMADRID,EU,2023-05-19,63294,1049886,3544,296,118007,0
LAMADRID,EU,2023-05-20,66203,861420,2908,296,96823,0
LAMADRID,EU,2023-05-21,68271,612603,2068,296,68856,0
LAMADRID,EU,2023-05-22,71633,995800,3361,296,111927,0
LAMADRID,EU,2023-05-23,76014,1297803,4381,296,145873,0
LAMADRID,EU,2023-05-24,80393,1297018,4378,296,145784,0
LAMADRID,EU,2023-05-25,82900,742549,2506,296,83613,0
LAMADRID,EU,2023-05-26,85723,836104,2822,296,110700,0
LAMADRID,EU,2023-05-27,88077,697423,2354,296,91372,0
LAMADRID,EU,2023-05-28,89674,472877,1596,296,61638,0
LAMADRID,EU,2023-05-29,93169,1035260,3495,296,135177,0
LAMADRID,EU,2023-05-30,97420,1259264,4251,296,164385,0
LAMADRID,EU,2023-05-31,100759,989008,3338,296,128384,0
LAMADRID,EU,2023-06-01,3485,1032393,3485,296,116041,0
LAMADRID,EU,2023-06-02,6599,922233,3113,296,103659,0
LAMADRID,EU,2023-06-03,10216,1071636,3617,296,120451,0
LAMADRID,EU,2023-06-04,12021,534525,1804,296,60080,0
LAMADRID,EU,2023-06-05,16387,1293099,4365,296,145344,0
LAMADRID,EU,2023-06-06,19916,1045517,3529,296,117516,0
LAMADRID,EU,2023-06-07,22783,849110,2866,296,95440,0
LAMADRID,EU,2023-06-08,26351,1056930,3568,296,118798,0
LAMADRID,EU,2023-06-09,30189,1136803,3837,296,127776,0
LAMADRID,EU,2023-06-10,33243,904396,3053,296,101654,0
LAMADRID,EU,2023-06-11,34849,475791,1606,296,53479,0
LAMADRID,EU,2023-06-12,38779,1164166,3930,296,130852,0
LAMADRID,EU,2023-06-13,43054,1266180,4274,296,142318,0
LAMADRID,EU,2023-06-14,46172,923572,3118,296,103809,0
LAMADRID,EU,2023-06-15,48970,833888,2797,296,93729,0
LAMADRID,EU,2023-06-16,52915,1173092,3944,296,131855,0
LAMADRID,EU,2023-06-17,55358,745499,2443,305,83794,0
LAMADRID,EU,2023-06-18,56876,463114,1517,305,52054,0
LAMADRID,EU,2023-06-19,58865,607011,1989,305,68228,0
LAMADRID,EU,2023-06-20,61016,656236,2150,305,73760,0
LAMADRID,EU,2023-06-21,64143,954078,3127,305,107238,0
LAMADRID,EU,2023-06-22,67316,967911,3172,305,108793,0
LAMADRID,EU,2023-06-23,71211,1188471,3895,305,133584,0
LAMADRID,EU,2023-06-24,73389,664544,2178,305,74694,0
LAMADRID,EU,2023-06-25,75997,795536,2607,305,89418,0
LAMADRID,EU,2023-06-26,78592,791743,2595,305,88991,0
LAMADRID,EU,2023-06-27,81935,1019934,3342,305,114640,0
LAMADRID,EU,2023-06-28,85419,1063005,3484,305,131702,0
LAMADRID,EU,2023-06-29,88689,997738,3270,305,129851,0
LAMADRID,EU,2023-06-30,92507,1164716,3817,305,153039,0
LAMADRID,EU,2023-07-01,3001,915733,3001,305,102928,0
LAMADRID,EU,2023-07-02,4185,361302,1184,305,40610,0
LAMADRID,EU,2023-07-03,7438,992346,3252,305,111539,0
LAMADRID,EU,2023-07-04,11963,1380690,4525,305,155189,0
LAMADRID,EU,2023-07-05,15236,998650,3273,305,112248,0
LAMADRID,EU,2023-07-06,18473,987389,3236,305,110982,0
LAMADRID,EU,2023-07-07,21372,897187,2899,305,100843,0
LAMADRID,EU,2023-07-08,24124,877359,2752,318,98615,0
LAMADRID,EU,2023-07-09,26459,744299,2334,318,83659,0
LAMADRID,EU,2023-07-10,30122,1167812,3663,318,131262,0
LAMADRID,EU,2023-07-11,33597,1107922,3475,318,124530,0
LAMADRID,EU,2023-07-12,36425,901352,2827,318,101312,0
LAMADRID,EU,2023-07-13,39576,1004513,3150,318,112907,0
LAMADRID,EU,2023-07-14,43656,1300869,4080,318,146217,0
LAMADRID,EU,2023-07-15,46839,1014727,3182,318,114055,0
LAMADRID,EU,2023-07-16,49050,704962,2211,318,79237,0
LAMADRID,EU,2023-07-17,52175,996240,3124,318,111977,0
LAMADRID,EU,2023-07-18,56215,1287735,4039,318,144741,0
LAMADRID,EU,2023-07-19,59951,1191122,3736,318,133882,0
LAMADRID,EU,2023-07-20,63904,1260388,3953,318,141667,0
LAMADRID,EU,2023-07-21,67677,1202743,3772,318,135188,0
LAMADRID,EU,2023-07-22,72013,1382358,4336,318,155377,0
LAMADRID,EU,2023-07-23,74337,740919,2324,318,83279,0
LAMADRID,EU,2023-07-24,78439,1307746,4102,318,146990,0
LAMADRID,EU,2023-07-25,81455,961360,3015,318,108056,0
LAMADRID,EU,2023-07-26,85120,1168398,3664,318,144932,0
LAMADRID,EU,2023-07-27,89017,1242446,3897,318,162949,0
LAMADRID,EU,2023-07-28,93181,1327288,4163,318,171747,0
LAMADRID,EU,2023-07-29,96147,945522,2965,318,124074,0
LAMADRID,EU,2023-07-30,97941,572214,1794,318,75595,0
LAMADRID,EU,2023-07-31,101740,1224866,3798,318,159643,0
LAMADRID,EU,2023-08-01,3846,1234779,3846,318,138789,0
LAMADRID,EU,2023-08-02,7375,1175516,3529,333,132128,0
LAMADRID,EU,2023-08-03,10616,1079693,3241,333,121357,0
LAMADRID,EU,2023-08-04,14092,1157762,3475,333,130132,0
LAMADRID,EU,2023-08-05,16594,833349,2501,333,93668,0
LAMADRID,EU,2023-08-06,18497,633889,1903,333,71249,0
LAMADRID,EU,2023-08-07,21890,1130364,3393,333,127053,0
LAMADRID,EU,2023-08-08,25660,1255787,3769,333,141150,0
LAMADRID,EU,2023-08-09,29375,1237363,3714,333,139079,0
LAMADRID,EU,2023-08-10,33224,1282061,3848,333,144103,0
